DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       
2023-06-26                18:24:53.266              176.43394985              4234.414796               177.43394985              1687803893.267            0                         963                       1.4000170467E+002         4.5000419617E+001         3.3913612565E+001         4.5307456970E+001         4.5001152039E+001         2.0000000000E+000         1.6000000000E+001         3.0912615286E+004         0.0000000000E+000         4.4778922131E+002         4.5678048753E+002         1.9643894054E+000         1.9966650158E+000         1.2724462063E+000         
2023-06-26                18:24:54.194              176.43396058              4234.415054               177.43396058              1687803894.194            0                         963                       1.3999320596E+002         4.5000419617E+001         3.3900207182E+001         4.5307456970E+001         4.5001152039E+001         1.0000000000E+000         1.6000000000E+001         3.0910809004E+004         0.0000000000E+000         4.4819517079E+002         4.5678048753E+002         1.9643894054E+000         1.9966650158E+000         1.2724462063E+000         
2023-06-26                18:24:54.706              176.43396650              4234.415196               177.43396650              1687803894.706            0                         963                       1.3999981689E+002         4.5000419617E+001         3.3937500000E+001         4.5307456970E+001         4.5001152039E+001         3.0000000000E+000         1.6000000000E+001         3.0912121094E+004         0.0000000000E+000         4.4819517079E+002         4.5719774580E+002         1.9643894054E+000         1.9966656082E+000         1.2726055501E+000         
2023-06-26                18:24:56.243              176.43398429              4234.415623               177.43398429              1687803896.243            0                         963                       1.3998863516E+002         4.5000480652E+001         3.3937500000E+001         4.5307609558E+001         4.5001304626E+001         2.0000000000E+000         1.6000000000E+001         3.0910240490E+004         0.0000000000E+000         4.4819517079E+002         4.5719774580E+002         1.9643554109E+000         1.9966656082E+000         1.2726055501E+000         
2023-06-26                18:24:57.155              176.43399486              4234.415877               177.43399486              1687803897.156            0                         963                       1.4000577870E+002         4.5000480652E+001         3.3937500000E+001         4.5307609558E+001         4.5001304626E+001         1.0000000000E+000         1.6000000000E+001         3.0913931835E+004         0.0000000000E+000         4.4843653136E+002         4.5719774580E+002         1.9643554109E+000         1.9966656082E+000         1.2726055501E+000         
2023-06-26                18:24:57.667              176.43400079              4234.416019               177.43400079              1687803897.668            0                         963                       1.4003350830E+002         4.5000480652E+001         3.3937500000E+001         4.5307609558E+001         4.5001304626E+001         3.0000000000E+000         1.6000000000E+001         3.0922613281E+004         0.0000000000E+000         4.4843653136E+002         4.5744791389E+002         1.9643554109E+000         1.9966452341E+000         1.2735475696E+000         
2023-06-26                18:24:59.203              176.43401855              4234.416445               177.43401855              1687803899.203            0                         963                       1.3998344365E+002         4.5000480652E+001         3.3926917989E+001         4.5307609558E+001         4.5001304626E+001         2.0000000000E+000         1.6000000000E+001         3.0907169426E+004         0.0000000000E+000         4.4843653136E+002         4.5744791389E+002         1.9646653013E+000         1.9966452341E+000         1.2735475696E+000         
2023-06-26                18:25:00.112              176.43402909              4234.416698               177.43402909              1687803900.113            0                         963                       1.4001588610E+002         4.5000457124E+001         3.3937500000E+001         4.5307680141E+001         4.5001351682E+001         1.0000000000E+000         1.6000000000E+001         3.0916541452E+004         0.0000000000E+000         4.4790642272E+002         4.5744791389E+002         1.9646653013E+000         1.9966452341E+000         1.2735475696E+000         
2023-06-26                18:25:00.617              176.43403492              4234.416838               177.43403492              1687803900.617            0                         963                       1.3999205663E+002         4.5000450134E+001         3.3937500000E+001         4.5307701111E+001         4.5001365662E+001         3.0000000000E+000         1.6000000000E+001         3.0911461463E+004         0.0000000000E+000         4.4790642272E+002         4.5690101373E+002         1.9646653013E+000         1.9969382055E+000         1.2708960351E+000         
2023-06-26                18:25:02.151              176.43405267              4234.417264               177.43405267              1687803902.151            0                         963                       1.4002824418E+002         4.5000450134E+001         3.3937500000E+001         4.5307701111E+001         4.5001365662E+001         2.0000000000E+000         1.6000000000E+001         3.0921538360E+004         0.0000000000E+000         4.4790642272E+002         4.5690101373E+002         1.9645443733E+000         1.9969382055E+000         1.2708960351E+000         
2023-06-26                18:25:03.069              176.43406331              4234.417519               177.43406331              1687803903.070            0                         963                       1.3999107327E+002         4.5000450134E+001         3.3937500000E+001         4.5307701111E+001         4.5001365662E+001         1.0000000000E+000         1.6000000000E+001         3.0911930429E+004         0.0000000000E+000         4.4816048939E+002         4.5690101373E+002         1.9645443733E+000         1.9969382055E+000         1.2708960351E+000         
2023-06-26                18:25:03.575              176.43406916              4234.417660               177.43406916              1687803903.575            0                         963                       1.3999298448E+002         4.5000450134E+001         3.3937500000E+001         4.5307701111E+001         4.5001365662E+001         3.0000000000E+000         1.6000000000E+001         3.0911590595E+004         0.0000000000E+000         4.4816048939E+002         4.5714983994E+002         1.9645443733E+000         1.9967782283E+000         1.2706688006E+000         
2023-06-26                18:25:05.115              176.43408699              4234.418088               177.43408699              1687803905.116            0                         963                       1.3999784028E+002         4.5000605598E+001         3.3937500000E+001         4.5307678902E+001         4.5001410080E+001         2.0000000000E+000         1.6000000000E+001         3.0911739733E+004         0.0000000000E+000         4.4816048939E+002         4.5714983994E+002         1.9644595989E+000         1.9967782283E+000         1.2706688006E+000         
2023-06-26                18:25:06.029              176.43409757              4234.418342               177.43409757              1687803906.030            0                         963                       1.3999808009E+002         4.5000663757E+001         3.3937500000E+001         4.5307670593E+001         4.5001426697E+001         1.0000000000E+000         1.6000000000E+001         3.0912774927E+004         0.0000000000E+000         4.4822408777E+002         4.5714983994E+002         1.9644595989E+000         1.9967782283E+000         1.2706688006E+000         
2023-06-26                18:25:06.539              176.43410347              4234.418483               177.43410347              1687803906.540            0                         963                       1.3998908997E+002         4.5000663757E+001         3.3937500000E+001         4.5307670593E+001         4.5001426697E+001         3.0000000000E+000         1.6000000000E+001         3.0910185547E+004         0.0000000000E+000         4.4822408777E+002         4.5722015135E+002         1.9644595989E+000         1.9967115443E+000         1.2724092805E+000         
2023-06-26                18:25:08.082              176.43412132              4234.418912               177.43412132              1687803908.082            0                         963                       1.4001010835E+002         4.5000663757E+001         3.3937500000E+001         4.5307670593E+001         4.5001426697E+001         2.0000000000E+000         1.6000000000E+001         3.0916240418E+004         0.0000000000E+000         4.4822408777E+002         4.5722015135E+002         1.9641070942E+000         1.9967115443E+000         1.2724092805E+000         
2023-06-26                18:25:08.994              176.43413189              4234.419165               177.43413189              1687803908.995            0                         963                       1.3999890305E+002         4.5000663757E+001         3.3937500000E+001         4.5307670593E+001         4.5001426697E+001         1.0000000000E+000         1.6000000000E+001         3.0907407566E+004         0.0000000000E+000         4.4824079234E+002         4.5722015135E+002         1.9641070942E+000         1.9967115443E+000         1.2724092805E+000         
2023-06-26                18:25:09.500              176.43413773              4234.419306               177.43413773              1687803909.500            0                         963                       1.3997293091E+002         4.5000663757E+001         3.3937500000E+001         4.5307670593E+001         4.5001426697E+001         3.0000000000E+000         1.6000000000E+001         3.0905714844E+004         0.0000000000E+000         4.4824079234E+002         4.5724648055E+002         1.9641070942E+000         1.9963865279E+000         1.2732538164E+000         
2023-06-26                18:25:11.051              176.43415568              4234.419736               177.43415568              1687803911.051            0                         963                       1.4001171714E+002         4.5000602722E+001         3.3937500000E+001         4.5307701111E+001         4.5001365662E+001         2.0000000000E+000         1.6000000000E+001         3.0914710803E+004         0.0000000000E+000         4.4824079234E+002         4.5724648055E+002         1.9647025514E+000         1.9963865279E+000         1.2732538164E+000         
