DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       
2023-06-25                01:20:09.974              174.72233767              4193.336104               175.72233767              1687656009.975            0                         963                       1.4000356502E+002         4.4999992371E+001         3.4000000000E+001         4.5306297302E+001         4.4999753174E+001         1.0000000000E+000         1.1000000000E+001         3.0840111535E+004         0.0000000000E+000         4.0798736592E+002         4.1233502909E+002         1.9624532790E+000         1.9794704339E+000         6.7898864021E-001         
2023-06-25                01:20:10.476              174.72234347              4193.336243               175.72234347              1687656010.476            0                         963                       1.4000833365E+002         4.4999992371E+001         3.4000000000E+001         4.5306297302E+001         4.4999778748E+001         3.0000000000E+000         1.1000000000E+001         3.0841694111E+004         0.0000000000E+000         4.0798736592E+002         4.1232876900E+002         1.9624532790E+000         1.9795394675E+000         6.7913551547E-001         
2023-06-25                01:20:12.022              174.72236137              4193.336673               175.72236137              1687656012.022            0                         963                       1.3999364532E+002         4.4999992371E+001         3.4000000000E+001         4.5306297302E+001         4.4999778748E+001         2.0000000000E+000         1.1000000000E+001         3.0836895275E+004         0.0000000000E+000         4.0798736592E+002         4.1232876900E+002         1.9624007974E+000         1.9795394675E+000         6.7913551547E-001         
2023-06-25                01:20:12.931              174.72237190              4193.336926               175.72237190              1687656012.932            0                         963                       1.3999945682E+002         4.4999992371E+001         3.4000000000E+001         4.5306297302E+001         4.4999778748E+001         1.0000000000E+000         1.1000000000E+001         3.0839092975E+004         0.0000000000E+000         4.0797392261E+002         4.1232876900E+002         1.9624007974E+000         1.9795394675E+000         6.7913551547E-001         
2023-06-25                01:20:13.437              174.72237774              4193.337066               175.72237774              1687656013.437            0                         963                       1.3998970032E+002         4.4999992371E+001         3.4000000000E+001         4.5306297302E+001         4.4999778748E+001         3.0000000000E+000         1.1000000000E+001         3.0836457031E+004         0.0000000000E+000         4.0797392261E+002         4.1231662192E+002         1.9624007974E+000         1.9794921922E+000         6.7943523691E-001         
2023-06-25                01:20:14.979              174.72239559              4193.337494               175.72239559              1687656014.979            0                         963                       1.4000995584E+002         4.4999925743E+001         3.4000000000E+001         4.5306430557E+001         4.4999867584E+001         2.0000000000E+000         1.1000000000E+001         3.0839233577E+004         0.0000000000E+000         4.0797392261E+002         4.1231662192E+002         1.9624931999E+000         1.9794921922E+000         6.7943523691E-001         
2023-06-25                01:20:15.892              174.72240617              4193.337748               175.72240617              1687656015.893            0                         963                       1.4001348978E+002         4.4999900818E+001         3.4000000000E+001         4.5306480408E+001         4.4999900818E+001         1.0000000000E+000         1.1000000000E+001         3.0841830941E+004         0.0000000000E+000         4.0798383389E+002         4.1231662192E+002         1.9624931999E+000         1.9794921922E+000         6.7943523691E-001         
2023-06-25                01:20:16.398              174.72241203              4193.337889               175.72241203              1687656016.399            0                         963                       1.3999238586E+002         4.4999900818E+001         3.4000000000E+001         4.5306480408E+001         4.4999900818E+001         3.0000000000E+000         1.1000000000E+001         3.0837697266E+004         0.0000000000E+000         4.0798383389E+002         4.1232349074E+002         1.9624931999E+000         1.9795730127E+000         6.7815877565E-001         
2023-06-25                01:20:17.953              174.72243002              4193.338321               175.72243002              1687656017.954            0                         963                       1.3999376730E+002         4.4999900818E+001         3.4000000000E+001         4.5306480408E+001         4.4999900818E+001         2.0000000000E+000         1.1000000000E+001         3.0836186508E+004         0.0000000000E+000         4.0798383389E+002         4.1232349074E+002         1.9622860884E+000         1.9795730127E+000         6.7815877565E-001         
2023-06-25                01:20:18.882              174.72244078              4193.338579               175.72244078              1687656018.883            0                         963                       1.4001568587E+002         4.4999900818E+001         3.4000000000E+001         4.5306480408E+001         4.4999900818E+001         1.0000000000E+000         1.1000000000E+001         3.0842131658E+004         0.0000000000E+000         4.0798055394E+002         4.1232349074E+002         1.9622860884E+000         1.9795730127E+000         6.7815877565E-001         
2023-06-25                01:20:19.390              174.72244664              4193.338719               175.72244664              1687656019.390            0                         963                       1.4000909424E+002         4.4999900818E+001         3.4000000000E+001         4.5306480408E+001         4.4999900818E+001         3.0000000000E+000         1.1000000000E+001         3.0839714844E+004         0.0000000000E+000         4.0798055394E+002         4.1232227409E+002         1.9622860884E+000         1.9793723539E+000         6.8008630704E-001         
2023-06-25                01:20:20.921              174.72246437              4193.339145               175.72246437              1687656020.922            0                         963                       1.3999747891E+002         4.4999870300E+001         3.4000000000E+001         4.5306480408E+001         4.4999748230E+001         2.0000000000E+000         1.1000000000E+001         3.0837822162E+004         0.0000000000E+000         4.0798055394E+002         4.1232227409E+002         1.9622908425E+000         1.9793723539E+000         6.8008630704E-001         
2023-06-25                01:20:21.821              174.72247478              4193.339395               175.72247478              1687656021.821            0                         963                       1.3999675184E+002         4.4999870300E+001         3.4000000000E+001         4.5306480408E+001         4.4999748230E+001         1.0000000000E+000         1.1000000000E+001         3.0838197058E+004         0.0000000000E+000         4.0797071660E+002         4.1232227409E+002         1.9622908425E+000         1.9793723539E+000         6.8008630704E-001         
2023-06-25                01:20:22.322              174.72248058              4193.339534               175.72248058              1687656022.322            0                         963                       1.3997517747E+002         4.4999870300E+001         3.4000000000E+001         4.5306480408E+001         4.4999748230E+001         3.0000000000E+000         1.1000000000E+001         3.0831726112E+004         0.0000000000E+000         4.0797071660E+002         4.1231716021E+002         1.9622908425E+000         1.9793961461E+000         6.7965685599E-001         
2023-06-25                01:20:23.858              174.72249837              4193.339961               175.72249837              1687656023.859            0                         963                       1.3998326854E+002         4.4999870300E+001         3.4000000000E+001         4.5306480408E+001         4.4999748230E+001         2.0000000000E+000         1.1000000000E+001         3.0835691985E+004         0.0000000000E+000         4.0797071660E+002         4.1231716021E+002         1.9621593413E+000         1.9793961461E+000         6.7965685599E-001         
2023-06-25                01:20:24.757              174.72250877              4193.340211               175.72250877              1687656024.758            0                         963                       1.3999959159E+002         4.4999870300E+001         3.4000000000E+001         4.5306424658E+001         4.4999766813E+001         1.0000000000E+000         1.1000000000E+001         3.0839166463E+004         0.0000000000E+000         4.0794840529E+002         4.1231716021E+002         1.9621593413E+000         1.9793961461E+000         6.7965685599E-001         
2023-06-25                01:20:25.263              174.72251463              4193.340351               175.72251463              1687656025.264            0                         963                       1.3998473886E+002         4.4999870300E+001         3.4000000000E+001         4.5306388855E+001         4.4999778748E+001         3.0000000000E+000         1.1000000000E+001         3.0834743990E+004         0.0000000000E+000         4.0794840529E+002         4.1229352366E+002         1.9621593413E+000         1.9792592197E+000         6.7974883382E-001         
2023-06-25                01:20:26.805              174.72253248              4193.340779               175.72253248              1687656026.806            0                         963                       1.3998615932E+002         4.4999870300E+001         3.4000000000E+001         4.5306388855E+001         4.4999778748E+001         2.0000000000E+000         1.1000000000E+001         3.0836187111E+004         0.0000000000E+000         4.0794840529E+002         4.1229352366E+002         1.9621192382E+000         1.9792592197E+000         6.7974883382E-001         
2023-06-25                01:20:27.723              174.72254310              4193.341034               175.72254310              1687656027.724            0                         963                       1.4001248042E+002         4.4999870300E+001         3.4000000000E+001         4.5306388855E+001         4.4999778748E+001         1.0000000000E+000         1.1000000000E+001         3.0840093232E+004         0.0000000000E+000         4.0796009330E+002         4.1229352366E+002         1.9621192382E+000         1.9792592197E+000         6.7974883382E-001         
