DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2023-04-28                16:55:52.851              117.37213949              2816.931348               118.37213949              1682700952.852            65536                     16448                     1.4000504417E+002         4.5162559509E+001         3.4250000000E+001         4.5314323425E+001         4.5007865906E+001         1.0000000000E+000         0.0000000000E+000         3.0969555000E+004         0.0000000000E+000         1.9999143669E+000         2.0171578025E+000         4.2745190053E+002         4.3206612093E+002         6.8699124429E-001         8.7074074785E-001         
2023-04-28                16:55:53.357              117.37214534              2816.931488               118.37214534              1682700953.357            65536                     16448                     1.4000188035E+002         4.5162559509E+001         3.4230769231E+001         4.5314323425E+001         4.5007865906E+001         3.0000000000E+000         0.0000000000E+000         3.0971725962E+004         0.0000000000E+000         1.9999143669E+000         2.0175195928E+000         4.2745190053E+002         4.3205082274E+002         6.8605665340E-001         8.6958109659E-001         
2023-04-28                16:55:54.776              117.37216177              2816.931882               118.37216177              1682700954.777            65536                     16448                     1.3998442893E+002         4.5159324807E+001         3.4227843915E+001         4.5314075409E+001         4.5007703630E+001         2.0000000000E+000         0.0000000000E+000         3.0966836237E+004         0.0000000000E+000         1.9996807845E+000         2.0175195928E+000         4.2745190053E+002         4.3205082274E+002         6.8605665340E-001         8.6958109659E-001         
2023-04-28                16:55:55.680              117.37217222              2816.932133               118.37217222              1682700955.680            65536                     16448                     1.4000555292E+002         4.5153434753E+001         3.4202513966E+001         4.5313957214E+001         4.5007408142E+001         1.0000000000E+000         0.0000000000E+000         3.0972357073E+004         0.0000000000E+000         1.9996807845E+000         2.0175195928E+000         4.2745804126E+002         4.3205082274E+002         6.8605665340E-001         8.6958109659E-001         
2023-04-28                16:55:56.183              117.37217804              2816.932273               118.37217804              1682700956.183            65536                     16448                     1.3998344421E+002         4.5153434753E+001         3.4250000000E+001         4.5313957214E+001         4.5007408142E+001         3.0000000000E+000         0.0000000000E+000         3.0967111328E+004         0.0000000000E+000         1.9996807845E+000         2.0172568410E+000         4.2745804126E+002         4.3204994436E+002         6.8489333818E-001         8.6813755063E-001         
2023-04-28                16:55:57.598              117.37219442              2816.932666               118.37219442              1682700957.598            65536                     16448                     1.4000958704E+002         4.5153434753E+001         3.4187500000E+001         4.5313957214E+001         4.5007408142E+001         2.0000000000E+000         0.0000000000E+000         3.0973562211E+004         0.0000000000E+000         1.9996770060E+000         2.0172568410E+000         4.2745804126E+002         4.3204994436E+002         6.8489333818E-001         8.6813755063E-001         
2023-04-28                16:55:58.496              117.37220483              2816.932916               118.37220483              1682700958.497            65536                     16448                     1.3998940136E+002         4.5153434753E+001         3.4187500000E+001         4.5313957214E+001         4.5007408142E+001         1.0000000000E+000         0.0000000000E+000         3.0965938493E+004         0.0000000000E+000         1.9996770060E+000         2.0172568410E+000         4.2743890218E+002         4.3204994436E+002         6.8489333818E-001         8.6813755063E-001         
2023-04-28                16:55:58.997              117.37221062              2816.933055               118.37221062              1682700958.998            65536                     16448                     1.4000730896E+002         4.5153434753E+001         3.4187500000E+001         4.5313957214E+001         4.5007408142E+001         3.0000000000E+000         0.0000000000E+000         3.0970632813E+004         0.0000000000E+000         1.9996770060E+000         2.0172449573E+000         4.2743890218E+002         4.3202849044E+002         6.8543205819E-001         8.6880605531E-001         
2023-04-28                16:56:00.430              117.37222720              2816.933453               118.37222720              1682700960.430            65536                     16448                     1.4000776329E+002         4.5144187927E+001         3.4187500000E+001         4.5313865662E+001         4.5006736755E+001         2.0000000000E+000         0.0000000000E+000         3.0973218085E+004         0.0000000000E+000         2.0000104095E+000         2.0172449573E+000         4.2743890218E+002         4.3202849044E+002         6.8543205819E-001         8.6880605531E-001         
2023-04-28                16:56:01.342              117.37223775              2816.933706               118.37223775              1682700961.342            65536                     16448                     1.4000172795E+002         4.5144187927E+001         3.4187500000E+001         4.5313865662E+001         4.5006736755E+001         1.0000000000E+000         0.0000000000E+000         3.0972040767E+004         0.0000000000E+000         2.0000104095E+000         2.0172449573E+000         4.2745718404E+002         4.3202849044E+002         6.8543205819E-001         8.6880605531E-001         
